Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-02-04,Oppenheimer,2023,https://boxd.it/8IKtDt,3,,"Demasiado larga y aburrida. No se entiende bien nada, y la parte divertida dura 15 minutos como mucho. Sigo sin entender quién carajo es Lewis Strauss y qué tuvo que ver en toda la película, de dónde mierda salió.",,2025-02-03
